id,desc,source,lat,lon,type_cd,n_samples,n_tds,n_cond,n_ion_samples,n_iso_samples,tds_min,tds_max,tds_mean,date_oldest,date_newest
305810103085001,US-52-07-301,NWIS_TX,30.96,-103.14,GW,1,0,0,1,0,,,,1979-07-11,1979-07-11
305132103053201,US-52-16-101,NWIS_TX,30.85,-103.09,GW,1,0,0,1,0,,,,1979-07-11,1979-07-11
304840103072401,US-52-16-401,NWIS_TX,30.81,-103.12,GW,1,0,0,1,0,,,,1979-07-11,1979-07-11
304309103122901,US-52-23-201,NWIS_TX,30.71,-103.2,GW,1,0,0,1,0,,,,1979-07-11,1979-07-11
310015103100401,US-46-63-802,NWIS_TX,31.0,-103.16,GW,1,0,1,1,0,,,,1987-04-07,1987-04-07
311340103040101,US-46-56-201,NWIS_TX,31.22,-103.06,GW,1,0,1,1,0,,,,1987-04-07,1987-04-07
303751102404401,US-53-19-801,NWIS_TX,30.63,-102.67,GW,1,0,1,1,0,,,,1987-04-11,1987-04-11
304305102442901,US-53-19-101,NWIS_TX,30.71,-102.74,GW,1,0,1,1,0,,,,1987-04-11,1987-04-11
302835102444801,US-53-35-102,NWIS_TX,30.47,-102.74,GW,1,0,1,1,0,,,,1987-04-12,1987-04-12
303651102111401,US-53-31-201,NWIS_TX,30.61,-102.18,GW,1,0,1,1,0,,,,1987-04-13,1987-04-13
304141101494501,US-54-18-506,NWIS_TX,30.69,-101.82,GW,1,0,1,1,0,,,,1987-04-13,1987-04-13
310307102225201,US-45-61-607,NWIS_TX,31.05,-102.38,GW,1,0,1,1,0,,,,1987-04-09,1987-04-09
305020102265801,US-53-13-203,NWIS_TX,30.83,-102.45,GW,1,0,1,1,0,,,,1987-04-10,1987-04-10
310017102135501,US-45-63-703,NWIS_TX,31.0,-102.23,GW,1,0,1,1,0,,,,1987-04-09,1987-04-09
310810102310201,US-45-52-901,NWIS_TX,31.13,-102.51,GW,1,0,1,1,0,,,,1987-04-09,1987-04-09
310430102401201,US-45-59-501,NWIS_TX,31.07,-102.67,GW,1,0,1,1,0,,,,1987-04-09,1987-04-09
310002102551101,US-45-57-801,NWIS_TX,31.0,-102.92,SP,2,0,1,2,0,,,,1987-04-09,1991-01-25
304107102573901,US-54-17-402,NWIS_TX,30.68,-102.96,GW,1,0,1,1,0,,,,1987-04-29,1987-04-29
304953102103601,US-53-15-502,NWIS_TX,30.83,-102.17,GW,1,0,1,1,0,,,,1987-04-29,1987-04-29
305415102222801,US-53-06-703,NWIS_TX,30.9,-102.37,GW,1,0,1,1,0,,,,1987-04-29,1987-04-29
305858103095401,US-52-07-303,NWIS_TX,30.98,-103.16,GW,1,0,1,1,0,,,,1987-04-30,1987-04-30
305318103080401,US-52-07-902,NWIS_TX,30.88,-103.13,GW,1,0,1,1,0,,,,1987-04-29,1987-04-29
305100102345301,US-53-12-204,NWIS_TX,30.85,-102.58,GW,1,0,1,1,0,,,,1987-04-28,1987-04-28
304159102320101,US-53-20-601,NWIS_TX,30.69,-102.53,GW,1,0,1,1,0,,,,1987-04-28,1987-04-28
303637103215601,BK-52-30-104,NWIS_TX,30.61,-103.36,GW,1,0,1,1,0,,,,1987-06-24,1987-06-24
305615103183001,US-52-06-503,NWIS_TX,30.93,-103.3,GW,1,0,1,1,0,,,,1987-06-23,1987-06-23
304317103204901,US-52-22-101,NWIS_TX,30.72,-103.34,GW,1,0,1,1,0,,,,1987-06-24,1987-06-24
304353103063201,US-52-24-101,NWIS_TX,30.73,-103.1,GW,1,0,1,1,0,,,,1987-06-24,1987-06-24
304516103233101,US-52-13-901,NWIS_TX,30.75,-103.39,GW,1,0,1,1,0,,,,1987-06-24,1987-06-24
304511103095501,US-52-15-901,NWIS_TX,30.75,-103.16,GW,1,0,1,1,0,,,,1987-06-24,1987-06-24
PECO_GZJ_G1,Glorieta Creek at USFS Boundary 1500M above GCC,STORET,35.6,-105.76,ST,23,4,11,4,0,166.0,283.2,214.3,1995-03-31,1997-03-27
PECO_GZJ_G2,Glorieta Creek - 800M Downstream from GCC STP,STORET,35.57,-105.75,ST,38,6,18,6,0,230.0,574.0,394.3,1995-03-31,1997-03-27
PECO_GZJ_G3,Glorieta Creek 300M West of County Line,STORET,35.56,-105.72,ST,39,7,19,7,0,246.0,638.0,461.1,1995-03-31,1997-03-27
CAVE_CSM_OKSP,Oak Spring,STORET,32.18,-104.44,SP,1,0,0,1,0,,,,1995-07-25,1995-07-25
NM0026395,Carlsbad WWTP,STORET,32.42,-104.17,FA-WWTP,19,10,10,7,0,902.0,1550.0,1109.2,2000-01-19,2003-12-02
50PECOSR575.0,Pecos River below Santa Rosa Dam,STORET,35.02,-104.68,ST,9,9,9,5,0,622.0,2370.0,1479.6,2001-03-28,2001-10-18
50SANTARINLET,Santa Rosa Reservoir inlet,STORET,35.05,-104.7,LK,3,4,3,3,0,392.0,516.0,434.0,2001-04-03,2001-10-30
NM0028088,LifeWay Glorieta Conference Center/WWTP - NM0028088,STORET,35.58,-105.76,ST,16,10,13,5,0,442.0,616.0,518.4,2001-05-15,2010-12-01
50PECOSR512.6,Pecos River at Puerta de Luna bridge,STORET,34.73,-104.52,ST,8,7,8,5,0,2370.0,2790.0,2488.6,2001-06-05,2001-10-18
50PECOSR529.1,Pecos River below confluence with El Rito Creek,STORET,34.92,-104.68,ST,9,8,8,4,0,2310.0,2710.0,2462.5,2001-06-05,2001-10-18
50ELRITO000.3,EL RITO CREEK upstream of SANTA ROSA WWTF,STORET,34.92,-104.68,ST,8,8,8,4,0,2340.0,2690.0,2490.0,2001-06-05,2001-10-18
NM0024988,Santa Rosa Wastewater Plant - NM0024988,STORET,34.92,-104.68,ST,13,10,8,6,0,634.0,1480.0,882.4,2001-06-05,2010-07-13
50PECOSR529.2,Pecos River upstream of El Rito Creek,STORET,34.92,-104.68,ST,8,9,8,4,0,1990.0,2680.0,2330.0,2001-06-05,2001-10-18
50PECOSR593.1,"Pecos River near Colonias, N Mex",STORET,35.05,-104.75,ST,3,3,3,1,0,132.0,194.0,162.7,2001-06-05,2001-06-07
50ORTEGA000.1,Ortega ditch below Rock Lake Fish Hatchery,STORET,34.91,-104.66,ST,1,1,1,0,0,2480.0,2480.0,2480.0,2001-06-06,2001-06-06
50GALLIN000.1,Gallinas River above Pecos at Park Springs,STORET,35.16,-104.92,ST,3,3,3,1,0,528.0,790.0,688.7,2001-06-06,2001-10-17
50BLUEHOLEMID,Blue Hole middle,STORET,34.94,-104.67,Lk,1,2,1,1,0,2520.0,2630.0,2575.0,2001-07-10,2001-07-10
NM0029165,Ruidoso/Ruidoso Downs WWTP,STORET,33.33,-105.54,FA-WWTP,18,10,8,6,0,914.0,1280.0,1158.8,2002-05-21,2003-10-23
59RPENAS176.0,Rio Penasco near Farm Road 6563,STORET,32.84,-105.78,ST,16,8,8,3,0,360.0,468.0,411.0,2003-03-05,2003-10-16
60PECOSR011.3,Pecos River near Red Bluff at County Road 725,STORET,32.06,-104.0,ST,10,9,10,6,0,5140.0,24200.0,11661.6,2003-03-10,2003-12-01
60BLACKR052.0,Black River above Rattlesnake Spring,STORET,32.09,-104.46,ST,10,9,10,6,0,1450.0,2220.0,2047.6,2003-03-10,2003-12-01
60BLACKR005.7,Black River at Higby Hole,STORET,32.23,-104.09,ST,11,9,11,6,0,2320.0,5552.0,4482.4,2003-03-10,2003-12-02
60PECOSR050.2,Pecos River below Black River Harroun Crossing,STORET,32.24,-104.04,ST,12,8,12,5,0,4020.0,7760.0,6106.5,2003-03-10,2003-12-01
60PECOSR061.5,Pecos River below Harroun (ten-mile) Dam,STORET,32.31,-104.05,ST,9,9,9,6,0,3660.0,8170.0,5992.0,2003-03-11,2003-12-02
60PECOSR088.4,Pecos River below Carlsbad WWTP near Otis,STORET,32.4,-104.17,ST,10,9,10,6,0,1820.0,3350.0,2525.3,2003-03-11,2003-12-02
60PECOSR125.0,Pecos River below Brantley Dam at THE USGS gage,STORET,32.54,-104.36,ST,11,11,12,7,0,3300.0,15900.0,6120.9,2003-03-11,2003-12-02
56PECOSR194.6,"Pecos River near Lake Arthur, N Mex",STORET,32.98,-104.32,ST,11,9,11,6,0,4100.0,11000.0,7669.6,2003-03-11,2003-12-02
58RFELIX002.1,"Rio Felix near Hagerman, N Mex",STORET,33.13,-104.32,ST,2,1,2,1,0,6670.0,6670.0,6670.0,2003-03-11,2003-06-19
56PECOSR257.2,Pecos River west of Bottomless Lakes State Park,STORET,33.32,-104.35,ST,8,8,8,6,0,2930.0,8180.0,6010.0,2003-03-11,2003-12-02
57RHONDO009.4,Rio Hondo above Hagerman Canal,STORET,33.41,-104.45,ST,1,1,1,1,0,4930.0,4930.0,4930.0,2003-03-12,2003-03-12
56PECOSR301.0,Pecos River at Bitter Lake Refuge at US Highway 70/railroad crossing,STORET,33.57,-104.36,ST,11,7,10,4,0,2220.0,6310.0,3933.1,2003-03-12,2003-12-03
52PECOSR483.8,Pecos River below Sumner Dam at USGS Gage,STORET,34.6,-104.38,ST,12,8,10,6,0,1690.0,3082.0,2519.5,2003-03-12,2003-12-04
57RRUIDO042.3,Rio Ruidoso at USGS gaging station at Hollywood,STORET,33.32,-105.62,ST,11,9,9,5,0,410.0,1040.0,855.3,2003-03-18,2003-10-23
57RRUIDO001.3,Rio Ruidoso 1 MI above Rio Bonito at San Patricio,STORET,33.38,-105.28,ST,16,9,7,4,0,1600.0,1770.0,1658.4,2003-03-18,2003-10-23
57RHONDO105.8,Rio Hondo below Riverside on Rio Hondo Land and Cattle prope,STORET,33.33,-105.06,ST,14,8,9,4,0,1310.0,1580.0,1439.5,2003-03-19,2003-10-21
60BRANTLEYSHA,BRANTLEY RESERVOIR SHALLOW,STORET,32.56,-104.39,LK,3,3,0,3,0,1900.0,5060.0,3206.7,2003-03-25,2003-10-28
60PECOSR099.7,Carlsbad SpringS at Carlsbad PARK,STORET,32.44,-104.25,SP,11,7,9,5,0,2730.0,5840.0,4110.0,2003-03-11,2003-12-02
59RPENAS144.3,Rio Penasco at Miller Flats Road bridge (Farm Road 212),STORET,32.87,-105.49,ST,4,3,3,3,0,572.0,602.0,590.0,2003-04-24,2003-10-16
60SITTIN000.1,Sitting Bull Creek below recreation area,STORET,32.25,-104.69,ST,4,3,3,3,0,344.0,374.0,360.0,2003-05-06,2003-10-09
60BLACKR051.0,Rattlesnake Springs,STORET,32.1,-104.47,SP,4,3,3,3,0,470.0,546.0,518.0,2003-05-06,2003-10-08
57SPRING002.0,Spring River above Rio Hondo,STORET,33.4,-104.5,ST,1,1,0,1,0,2180.0,2180.0,2180.0,2003-05-07,2003-05-07
57NRUIDO008.4,North fork Rio Ruidoso below ski lodge,STORET,33.39,-105.78,ST,3,3,2,3,0,178.0,200.0,192.0,2003-05-20,2003-10-21
56BOTTOMLESSL,12S.26E.04.410 Bottomless Lakes overflow,STORET,33.3,-104.33,ST,7,6,7,5,0,8160.0,8790.0,8495.3,2003-05-13,2003-12-02
60SITTIN000.3,Sitting Bull Creek at the base of the falls,STORET,32.25,-104.69,ST,2,1,1,1,0,356.0,356.0,356.0,2003-07-29,2003-10-09
NM0029165-M,Ruidoso New WWTP outfall pipe - NM0029165,STORET,33.35,-105.54,FA-OF,20,7,8,1,0,1080.0,1580.0,1441.4,2004-04-21,2012-11-07
57RRuido031.0,Rio Ruidoso 10 feet above WWTP outfall - 57RRuido031.0,STORET,33.36,-105.54,ST,1,1,0,1,0,500.0,500.0,500.0,2004-04-21,2004-04-21
57RRuido030.2,"Rio Ruidoso below new WWTP, mile-marker 267.5, Hwy 70 - 57RRuido030.2",STORET,33.36,-105.53,ST,1,1,0,1,0,570.0,570.0,570.0,2004-04-21,2004-04-21
FW08NM018,Unknown,STORET,32.36,-104.18,ST,1,0,1,1,0,,,,2008-07-29,2008-07-29
FW08NM027,Rio Hondo,STORET,33.41,-104.45,ST,1,0,1,1,0,,,,2009-05-18,2009-05-18
FW08NM039,Pecos River,STORET,34.44,-104.23,ST,1,0,1,1,0,,,,2009-05-19,2009-05-19
FW08NM023,Pecos River,STORET,34.0,-104.31,ST,1,0,1,1,0,,,,2009-05-20,2009-05-20
FW08NM010,Penasco River,STORET,32.91,-105.33,ST,1,0,1,1,0,,,,2009-05-21,2009-05-21
FW08NM042,Pecos River,STORET,32.51,-104.31,ST,1,0,1,1,0,,,,2009-05-25,2009-05-25
50SantaRLkMid,Santa Rosa Lake DP. STA. midchannel Buoy at Dam - 50SantaRLkMid,STORET,35.02,-104.68,LK,5,0,60,0,0,,,,2010-04-06,2010-10-26
50SantaRosaSH,Santa Rosa Lake shallow near inflow - 50SantaRosaSH,STORET,35.04,-104.66,LK,3,1,24,1,0,262.0,262.0,262.0,2010-04-06,2010-10-26
50PecosR651.0,Pecos River near Anton Chico at gage # 8379500 - 50PecosR651.0,STORET,35.17,-105.1,ST,10,10,10,10,0,118.0,860.0,261.2,2010-04-07,2010-11-10
50SumnerLkDam,Sumner Lake Dam at Spillway Canyon opening - 50SumnerLkDam,STORET,34.6,-104.37,LK,3,0,33,0,0,,,,2010-04-07,2010-10-27
50SumnerReser,Sumner Lake shallow at Rock Bluff near Bass CN - 50SumnerReser,STORET,34.63,-104.39,LK,3,0,10,0,0,,,,2010-04-07,2010-10-27
50PecosR540.8,Pecos River at Puerto de Luna - 50PecosR540.8,STORET,34.82,-104.62,ST,8,7,7,7,0,2530.0,2680.0,2618.6,2010-04-14,2010-11-23
50PecosR550.5,Pecos River at Hinker Crossing - 50PecosR550.5,STORET,34.89,-104.65,ST,5,5,5,5,0,2560.0,2780.0,2658.0,2010-04-14,2010-11-10
50PecosR559.3,Pecos River at Parker Ave Bridge in Santa Rosa - 50PecosR559.3,STORET,34.93,-104.69,ST,7,6,6,6,0,288.0,2530.0,1959.7,2010-04-14,2010-10-27
50PecosR601.2,Pecos River at gage near Colonias - 50PecosR601.2,STORET,35.09,-104.79,ST,5,5,5,5,0,102.0,252.0,174.0,2010-04-14,2010-07-02
50Gallin004.0,Gallinas River near Colonias at gage # 8382500 - 50Gallin004.0,STORET,35.18,-104.9,ST,10,7,10,6,0,350.0,756.0,515.7,2010-04-14,2010-11-10
50Glorie013.5,Glorieta Creek below Glorieta Conference Center WWTP - 50Glorie013.5,STORET,35.58,-105.76,ST,7,0,3,0,0,,,,2010-04-27,2010-06-17
50Glorie014.0,Glorieta Creek above Glorieta Conference Center WWTP - 50Glorie014.0,STORET,35.58,-105.76,ST,3,0,2,0,0,,,,2010-04-28,2010-05-19
50ElRito000.2,EL RITO CREEK downstream of THE SANTA ROSA WWTF - 50ElRito000.2,STORET,34.92,-104.68,ST,5,5,5,5,0,2340.0,2590.0,2486.0,2010-05-25,2010-11-10
50Glorie012.6,Glorieta Creek at Cur Trail - 50Glorie012.6,STORET,35.57,-105.75,ST,12,3,3,2,0,536.0,644.0,600.7,2010-09-22,2010-12-01
50RockLkHatch,Rock Lake Fish Hatchery Effluent - 50RockLkHatch,STORET,34.91,-104.67,ST,1,1,1,1,0,2780.0,2780.0,2780.0,2010-11-10,2010-11-10
57RBonit053.4,Rio Bonito at Highway 48 bridge -USGS Gage 0838850 - 57RBonit053.4,STORET,33.44,-105.66,ST,8,4,7,0,0,452.0,5540.0,1817.5,2012-04-03,2012-10-23
57RBonit061.1,Rio Bonito at FR 107 - 57RBonit061.1,STORET,33.45,-105.75,ST,5,3,5,0,0,424.0,510.0,464.7,2012-04-03,2012-07-25
57RRuido019.8,Rio Ruidoso at Glencoe-FR 443 - 57RRuido019.8,STORET,33.41,-105.44,ST,24,6,17,0,0,1000.0,1320.0,1151.7,2012-04-03,2012-10-23
57RRuido030.5,Rio Ruidoso at CR E002 - 57RRuido030.5,STORET,33.36,-105.53,ST,25,5,15,0,0,1060.0,1410.0,1220.0,2012-04-03,2012-11-07
57RRuido031.5,Rio Ruidoso abv Hwy 70 bridge - 57RRuido031.5,STORET,33.35,-105.54,ST,26,5,19,0,0,882.0,1180.0,1018.4,2012-04-03,2012-11-07
57Carriz000.1,Carrizo Creek above The Rio Ruidoso - 57Carriz000.1,STORET,33.32,-105.65,ST,15,5,14,0,0,1010.0,1040.0,1022.0,2012-04-04,2012-10-10
57Carriz003.0,Carrizo Creek at Mescalero Boundary - 57Carriz003.0,STORET,33.3,-105.66,ST,6,5,6,0,0,946.0,990.0,968.4,2012-04-04,2012-08-07
57Grinds001.3,Grindstone Canyon below Grindstone Reservoir - 57Grinds001.3,STORET,33.32,-105.68,ST,9,6,9,0,0,600.0,694.0,647.0,2012-04-04,2012-09-20
57RBonit027.7,Rio Bonito at BLM Apple Orchard Site - 57RBonit027.7,STORET,33.52,-105.45,ST,10,4,7,0,0,824.0,1290.0,1103.5,2012-04-04,2012-10-23
57RHondo131.1,Rio Hondo 100 yards below confluence - 57RHondo131.1,STORET,33.38,-105.27,ST,19,5,8,0,0,852.0,1580.0,1354.4,2012-04-04,2012-10-23
57RRuido039.4,Rio Ruidoso below Ruidoso Downs Racetrack at Joe Welch Dr - 57RRuido039.4,STORET,33.33,-105.59,ST,11,5,8,0,0,696.0,928.0,790.8,2012-04-04,2012-09-12
57RRuido045.3,Rio Ruidoso above Carrizo Creek - 57RRuido045.3,STORET,33.32,-105.65,ST,18,5,14,0,0,288.0,450.0,374.8,2012-04-04,2012-10-10
57RRuido052.4,Rio Ruidoso at Mescalero boundary at USGS Gage 08386505 - 57RRuido052.4,STORET,33.33,-105.72,ST,8,5,10,0,0,154.0,294.0,194.4,2012-04-04,2012-09-12
59AguaCh029.0,Agua Chiquita between Weed and Sacramento - 59AguaCh029.0,STORET,32.8,-105.54,ST,18,5,11,0,0,216.0,352.0,272.8,2012-04-05,2012-09-26
59RPenas090.0,Rio Penasco at Helena Road below USGS Gage 08397620 - 59RPenas090.0,STORET,32.84,-105.03,ST,19,5,12,0,0,458.0,552.0,497.2,2012-04-05,2012-10-24
59RPenas108.4,Rio Penasco at NM 24-USGS Gage 08397600 - 59RPenas108,STORET,32.88,-105.17,ST,26,6,13,0,0,536.0,608.0,561.3,2012-04-05,2012-10-24
59RPenas140.2,Rio Penasco on USFS (below Mayhill) - 59RPenas140.2,STORET,32.92,-105.41,ST,18,5,6,0,0,456.0,536.0,502.8,2012-04-05,2012-10-10
59RPenas170.4,Rio Penasco at BLUFF SpringS - 59RPenas170.4,STORET,32.83,-105.73,ST,21,6,8,0,0,234.0,280.0,258.0,2012-04-05,2012-10-24
57EagleC030.0,Eagle Creek below Alto Lake - 57EagleC030.0,STORET,33.39,-105.67,ST,4,2,4,0,0,716.0,830.0,773.0,2012-05-08,2012-07-25
57AltoLake,Alto Lake - 57AltoLake,STORET,33.39,-105.67,LK,4,4,24,0,0,530.0,556.0,539.5,2012-05-16,2012-09-20
57BonitoLakeD,50M FROM DAM BETWEEN CENTER AND north WEST SHORE - 57BonitoLakeD,STORET,33.45,-105.73,LK,2,2,33,0,0,328.0,354.0,341.0,2012-05-16,2012-06-20
57RBonit059.9,Rio Bonito below Dam - 57RBonit059.9,STORET,33.45,-105.72,ST,7,3,6,0,0,340.0,650.0,545.3,2012-05-16,2012-10-23
57GrindCanRes,Grindstone Canyon Reservoir deep  - 57GrindCanRes,STORET,33.32,-105.68,LK,4,4,62,0,0,298.0,338.0,322.5,2012-05-17,2012-09-19
57SEagle000.1,South Fork Eagle Creek abv Eagle Creek- 57SEagle000.1,STORET,33.39,-105.72,ST,2,2,2,0,0,462.0,2100.0,1281.0,2012-07-10,2012-08-07
57RBonit001.0,Rio Bonito above HWY 70 bridge - 57RBonit001.0,STORET,33.38,-105.27,ST,2,1,2,0,0,1130.0,1130.0,1130.0,2012-08-07,2012-10-23
56PECOSR282.5,"Pecos River at Bitter Lakes, river mile 84.9 (USGS 8386030)",STORET,33.45,-104.37,ST,1,0,1,0,0,,,,2003-04-29,2003-04-29
52PECOSR311.7,Pecos River at pipeline upstream of Salt Creek,STORET,33.64,-104.35,ST,1,0,1,0,0,,,,2003-04-29,2003-04-29
52PECOSR328.2,Pecos River at Bosque Draw,STORET,33.75,-104.3,ST,2,0,2,0,0,,,,2003-04-29,2003-06-18
52PECOSR430.0,Pecos River at USGS gage below Taiban Creek,STORET,34.33,-104.18,ST,1,0,1,0,0,,,,2003-05-27,2003-05-27
52PECOSR353.0,Pecos River at Pump Flat,STORET,33.91,-104.27,ST,1,0,1,0,0,,,,2003-06-17,2003-06-17
PECO_NURE_0130,N12166,STORET,35.56,-105.73,ST,5,0,1,1,0,,,,1977-09-19,1977-09-19
PECO_NURE_0126,N12158,STORET,35.6,-105.76,ST,2,0,0,1,0,,,,1977-09-19,1977-09-19
PECO_NURE_0132,N12170,STORET,35.59,-105.73,ST,2,0,0,1,0,,,,1977-09-20,1977-09-20
PECO_NURE_0133,N12172,STORET,35.65,-105.76,ST,2,0,0,1,0,,,,1977-09-20,1977-09-20
PECO_NURE_0183,N13864,STORET,35.59,-105.76,ST,2,0,0,1,0,,,,1977-10-01,1977-10-01
PECO_NURE_0188,N13887,STORET,35.56,-105.72,ST,2,0,0,1,0,,,,1977-10-03,1977-10-03
CAVE_NURE_0007,020149,STORET,32.17,-104.44,SP,4,0,1,0,0,,,,1976-10-28,1976-10-28
CAVE_NURE_0046,020469,STORET,32.24,-104.69,ST,5,0,1,1,0,,,,1976-10-31,1976-10-31
CAVE_NURE_0051,020506,STORET,32.18,-104.43,SP,4,0,1,1,0,,,,1976-10-31,1976-10-31
CAVE_NURE_0066,020522,STORET,32.24,-104.37,SP,5,0,1,1,0,,,,1976-11-02,1976-11-02
CAVE_NURE_0067,020523,STORET,32.23,-104.38,SP,5,0,1,1,0,,,,1976-11-02,1976-11-02
CAVE_NURE_0070,020526,STORET,32.2,-104.4,SP,5,0,1,1,0,,,,1976-11-02,1976-11-02
CAVE_NURE_0083,020545,STORET,32.08,-104.31,ST,5,0,1,1,0,,,,1976-11-04,1976-11-04
CAVE_NURE_0084,020546,STORET,32.08,-104.35,SP,5,0,1,1,0,,,,1976-11-04,1976-11-04
CAVE_NURE_0082,020544,STORET,32.04,-104.33,SP,5,0,1,1,0,,,,1976-11-04,1976-11-04
CAVE_NURE_0108,020576,STORET,32.23,-104.68,SP,4,0,1,1,0,,,,1976-11-06,1976-11-06
CAVE_NURE_0118,020587,STORET,32.2,-104.58,SP,4,0,1,1,0,,,,1976-11-06,1976-11-06
CAVE_NURE_0119,020588,STORET,32.21,-104.56,SP,4,0,1,1,0,,,,1976-11-06,1976-11-06
CAVE_NURE_0126,020595,STORET,32.22,-104.5,SP,4,0,1,1,0,,,,1976-11-06,1976-11-06
CAVE_NURE_0128,020597,STORET,32.2,-104.5,SP,4,0,1,1,0,,,,1976-11-06,1976-11-06
CAVE_NURE_0137,020751,STORET,32.24,-104.66,SP,3,0,0,1,0,,,,1976-11-06,1976-11-06
CAVE_NURE_0129,020598,STORET,32.22,-104.54,SP,4,0,1,1,0,,,,1976-11-06,1976-11-06
CAVE_NURE_0130,020599,STORET,32.24,-104.59,SP,4,0,1,1,0,,,,1976-11-06,1976-11-06
CAVE_NURE_0111,020580,STORET,32.17,-104.64,SP,4,0,1,1,0,,,,1976-11-06,1976-11-06
CAVE_NURE_0114,020583,STORET,32.15,-104.64,SP,4,0,1,1,0,,,,1976-11-06,1976-11-06
CAVE_NURE_0153,020773,STORET,32.04,-104.69,SP,4,0,1,1,0,,,,1976-11-07,1976-11-07
CAVE_USGS_S1,Rattlesnake Spring-USGS Station 320635104281501,STORET,32.1,-104.47,SP,99,0,48,48,0,,,,1942-01-09,1958-02-25
CAVE_USGS_W41,Well 26.24.11.314,STORET,32.05,-104.47,GW,1,0,1,1,0,,,,1948-01-22,1948-01-22
CAVE_USGS_W42,Well 26.24.28.413,STORET,32.0,-104.49,GW,1,1,1,1,0,400.0,400.0,400.0,1948-01-22,1948-01-22
CAVE_USGS_W14,Well 23.23.16.133,STORET,32.3,-104.6,GW,1,1,1,1,0,277.0,277.0,277.0,1948-03-08,1948-03-08
CAVE_USGS_W10,Well 23.22.24.222,STORET,32.29,-104.66,GW,2,1,2,2,0,648.0,648.0,648.0,1948-03-12,1954-06-01
CAVE_USGS_W11,Well 23.22.36.113,STORET,32.26,-104.65,GW,1,1,1,1,0,314.0,314.0,314.0,1948-03-17,1948-03-17
CAVE_USGS_W29,Well 25.24.27.421,STORET,32.1,-104.48,GW,2,1,2,2,0,1266.0,1266.0,1266.0,1952-04-06,1953-07-15
CAVE_USGS_W38,Well 26.24.10.243,STORET,32.05,-104.48,GW,1,0,1,1,0,,,,1952-04-24,1952-04-24
CAVE_USGS_W27,Well 25.24.26.334,STORET,32.09,-104.47,GW,1,0,1,1,0,,,,1952-05-15,1952-05-15
CAVE_USGS_W30,Well 25.24.31.331,STORET,32.08,-104.54,GW,1,0,1,1,0,,,,1952-05-15,1952-05-15
CAVE_USGS_W24,Well 25.24.16.410,STORET,32.13,-104.49,GW,1,0,1,1,0,,,,1952-05-16,1952-05-16
CAVE_USGS_W25,Well 25.24.19.421,STORET,32.11,-104.53,GW,1,0,1,1,0,,,,1952-05-16,1952-05-16
CAVE_USGS_W34,Well 26.24.3.341,STORET,32.06,-104.48,GW,1,1,1,1,0,1770.0,1770.0,1770.0,1952-06-18,1952-06-18
CAVE_USGS_W46,Well 23.26.25.420,STORET,32.27,-104.24,GW,3,1,2,3,0,670.0,670.0,670.0,1952-07-03,1954-04-09
CAVE_USGS_W36,Well 26.24.9.441,STORET,32.04,-104.49,GW,1,1,1,1,0,1829.0,1829.0,1829.0,1952-07-30,1952-07-30
CAVE_USGS_W23,Well 25.24.11.211,STORET,32.15,-104.46,GW,1,0,1,1,0,,,,1952-09-04,1952-09-04
CAVE_USGS_W35,Well 26.24.9.111,STORET,32.06,-104.49,GW,2,2,2,2,0,1380.0,1390.0,1385.0,1952-09-11,1954-07-13
CAVE_USGS_W26,Well 25.24.26.121,STORET,32.1,-104.46,GW,1,0,1,1,0,,,,1952-10-01,1952-10-01
CAVE_USGS_W40,Well 26.24.10.341,STORET,32.04,-104.48,GW,1,1,1,1,0,3027.0,3027.0,3027.0,1953-02-06,1953-02-06
CAVE_USGS_W19,Well 24.25.34.221,STORET,32.18,-104.38,GW,2,0,1,2,0,,,,1953-07-15,1955-01-17
CAVE_USGS_W28,Well 25.24.27.124,STORET,32.1,-104.48,GW,1,1,1,1,0,505.0,505.0,505.0,1953-07-15,1953-07-15
CAVE_USGS_W31,Well 25.24.34.112a,STORET,32.09,-104.48,GW,1,1,1,1,0,1072.0,1072.0,1072.0,1953-07-15,1953-07-15
CAVE_USGS_W37,Well 26.24.10.131,STORET,32.05,-104.48,GW,1,1,1,1,0,2011.0,2011.0,2011.0,1953-07-15,1953-07-15
CAVE_USGS_W39,Well 26.24.10.321,STORET,32.05,-104.49,GW,1,1,1,1,0,2423.0,2423.0,2423.0,1953-07-15,1953-07-15
CAVE_USGS_W48,Well 24.26.24.111,STORET,32.2,-104.23,GW,1,1,1,1,0,2514.0,2514.0,2514.0,1953-07-15,1953-07-15
CAVE_USGS_W49,Well 24.26.24.113,STORET,32.2,-104.24,GW,1,1,1,1,0,2000.0,2000.0,2000.0,1953-07-15,1953-07-15
CAVE_USGS_17A,Black River downstream of Mayes Ranch,STORET,32.06,-104.47,ST,100,0,50,49,0,,,,1953-09-21,1958-02-25
CAVE_USGS_17B,Black River downstreamof Upper Diversion Dam,STORET,32.08,-104.47,ST,38,0,19,19,0,,,,1953-09-21,1955-06-29
CAVE_USGS_17C,Black River upstream of lower diversion dam,STORET,32.1,-104.45,ST,38,0,19,19,0,,,,1953-09-21,1955-06-29
CAVE_USGS_17D,Black River upstream of Blue Spring Creek mouth,STORET,32.17,-104.26,ST,40,0,20,20,0,,,,1953-09-21,1955-06-29
